split,image_width,image_height,bbox_width,bbox_height,bbox_ratio
train,1920,1080,47,22,0.0004986496913580246
train,1920,1080,52,29,0.0007272376543209876
train,1920,1080,37,17,0.0003033371913580247
train,1920,1080,37,20,0.0003568672839506173
train,1920,1080,60,23,0.0006655092592592592
train,1920,1080,42,25,0.0005063657407407407
train,1920,1080,48,28,0.0006481481481481481
train,1920,1080,36,16,0.0002777777777777778
train,1920,1080,32,25,0.00038580246913580245
train,1920,1080,44,22,0.00046682098765432096
train,1920,1080,40,33,0.0006365740740740741
train,1920,1080,41,19,0.00037567515432098764
train,1920,1080,100,56,0.002700617283950617
train,1920,1080,66,27,0.000859375
train,1920,1080,43,36,0.0007465277777777778
train,1920,1080,44,23,0.0004880401234567901
train,1920,1080,49,24,0.0005671296296296297
train,1920,1080,46,21,0.0004658564814814815
train,1920,1080,45,22,0.00047743055555555554
train,1920,1080,33,25,0.0003978587962962963
train,1920,1080,20,16,0.00015432098765432098
train,1920,1080,20,12,0.00011574074074074075
train,1920,1080,18,18,0.00015625
train,1920,1080,17,14,0.00011477623456790124
train,1920,1080,27,14,0.00018229166666666667
train,1920,1080,21,18,0.00018229166666666667
train,1920,1080,20,16,0.00015432098765432098
train,1920,1080,22,15,0.00015914351851851853
train,1920,1080,24,12,0.0001388888888888889
train,1920,1080,18,12,0.00010416666666666667
train,1920,1080,22,11,0.00011670524691358024
train,1920,1080,21,14,0.00014178240740740742
train,1920,1080,20,15,0.00014467592592592592
train,1920,1080,16,11,8.487654320987654e-05
train,1920,1080,20,12,0.00011574074074074075
train,1920,1080,26,22,0.00027584876543209876
train,1920,1080,18,11,9.548611111111112e-05
train,1920,1080,20,15,0.00014467592592592592
train,1920,1080,29,13,0.0001818094135802469
train,1920,1080,56,32,0.0008641975308641976
train,1920,1080,25,17,0.00020495756172839505
train,1920,1080,30,22,0.00031828703703703706
train,1920,1080,40,18,0.00034722222222222224
train,1920,1080,28,20,0.0002700617283950617
train,1920,1080,24,13,0.00015046296296296297
train,1920,1080,22,12,0.0001273148148148148
train,1920,1080,44,23,0.0004880401234567901
train,1920,1080,37,26,0.00046392746913580246
train,1920,1080,36,15,0.00026041666666666666
train,1920,1080,33,15,0.00023871527777777777
train,1920,1080,50,28,0.0006751543209876543
train,1920,1080,72,39,0.0013541666666666667
train,1920,1080,81,43,0.0016796875
train,1920,1080,81,66,0.002578125
train,1920,1080,38,27,0.0004947916666666667
train,1920,1080,40,23,0.00044367283950617285
train,1920,1080,34,24,0.0003935185185185185
train,1920,1080,58,30,0.0008391203703703704
train,1920,1080,50,21,0.0005063657407407407
train,1920,1080,50,30,0.0007233796296296296
train,1920,1080,40,28,0.0005401234567901234
train,1920,1080,30,20,0.00028935185185185184
train,1920,1080,50,26,0.000626929012345679
train,1920,1080,44,22,0.00046682098765432096
train,1920,1080,38,19,0.0003481867283950617
train,1920,1080,40,21,0.0004050925925925926
train,1920,1080,36,19,0.0003298611111111111
train,1920,1080,34,22,0.0003607253086419753
train,1920,1080,27,22,0.00028645833333333333
train,1920,1080,32,20,0.00030864197530864197
train,1920,1080,42,24,0.0004861111111111111
train,1920,1080,42,26,0.0005266203703703703
train,1920,1080,23,19,0.0002107445987654321
train,1920,1080,32,13,0.00020061728395061727
train,1920,1080,55,22,0.0005835262345679012
train,1920,1080,35,15,0.00025318287037037036
train,1920,1080,27,11,0.00014322916666666667
train,1920,1080,35,14,0.000236304012345679
train,1920,1080,43,23,0.0004769483024691358
train,1920,1080,38,29,0.0005314429012345679
train,1920,1080,35,24,0.0004050925925925926
train,1920,1080,21,13,0.00013165509259259258
train,1920,1080,31,24,0.0003587962962962963
train,1920,1080,31,23,0.00034384645061728397
train,1920,1080,67,28,0.0009047067901234568
train,1920,1080,78,43,0.001617476851851852
train,1920,1080,62,34,0.0010165895061728396
train,1920,1080,51,23,0.0005656828703703704
train,1920,1080,19,15,0.00013744212962962964
train,1920,1080,20,15,0.00014467592592592592
train,1920,1080,23,17,0.00018856095679012345
train,1920,1080,19,15,0.00013744212962962964
train,1920,1080,26,15,0.0001880787037037037
train,1920,1080,22,15,0.00015914351851851853
train,1920,1080,17,17,0.00013937114197530863
train,1920,1080,29,17,0.00023775077160493826
train,1920,1080,32,16,0.0002469135802469136
train,1920,1080,21,15,0.00015190972222222222
train,1920,1080,23,17,0.00018856095679012345
train,1920,1080,19,16,0.00014660493827160494
train,1920,1080,28,18,0.00024305555555555555
train,1920,1080,31,18,0.0002690972222222222
train,1920,1080,22,16,0.00016975308641975308
train,1920,1080,28,21,0.00028356481481481483
train,1920,1080,26,16,0.00020061728395061727
train,1920,1080,29,14,0.00019579475308641975
train,1920,1080,14,11,7.426697530864198e-05
train,1920,1080,18,12,0.00010416666666666667
train,1920,1080,29,17,0.00023775077160493826
train,1920,1080,18,10,8.680555555555556e-05
train,1920,1080,23,14,0.0001552854938271605
train,1920,1080,15,12,8.680555555555556e-05
train,1920,1080,37,19,0.00033902391975308645
train,1920,1080,29,19,0.00026572145061728395
train,1920,1080,37,21,0.00037471064814814816
train,1920,1080,37,18,0.00032118055555555556
train,1920,1080,37,20,0.0003568672839506173
train,1920,1080,26,15,0.0001880787037037037
train,1920,1080,38,22,0.00040316358024691356
train,1920,1080,43,26,0.000539158950617284
train,1920,1080,36,19,0.0003298611111111111
train,1920,1080,28,16,0.0002160493827160494
train,1920,1080,30,18,0.00026041666666666666
train,1920,1080,24,21,0.00024305555555555555
train,1920,1080,26,19,0.00023823302469135803
train,1920,1080,27,19,0.00024739583333333335
train,1920,1080,30,22,0.00031828703703703706
train,1920,1080,29,19,0.00026572145061728395
train,1920,1080,28,19,0.0002565586419753086
train,1920,1080,23,14,0.0001552854938271605
train,1920,1080,31,19,0.00028404706790123455
train,1920,1080,29,13,0.0001818094135802469
train,1920,1080,30,20,0.00028935185185185184
train,1920,1080,28,24,0.00032407407407407406
train,1920,1080,24,20,0.0002314814814814815
train,1920,1080,54,27,0.000703125
train,1920,1080,28,19,0.0002565586419753086
train,1920,1080,28,21,0.00028356481481481483
train,1920,1080,32,24,0.00037037037037037035
train,1920,1080,23,18,0.0001996527777777778
train,1920,1080,24,21,0.00024305555555555555
train,1920,1080,30,18,0.00026041666666666666
train,1920,1080,37,18,0.00032118055555555556
train,1920,1080,39,24,0.00045138888888888887
train,1920,1080,43,21,0.00043547453703703706
train,1920,1080,85,49,0.0020085841049382715
train,1920,1080,28,19,0.0002565586419753086
train,1920,1080,43,26,0.000539158950617284
train,1920,1080,41,22,0.0004349922839506173
train,1920,1080,37,23,0.00041039737654320987
train,1920,1080,28,27,0.00036458333333333335
train,1920,1080,18,11,9.548611111111112e-05
train,1920,1080,14,9,6.076388888888889e-05
train,1920,1080,40,21,0.0004050925925925926
train,1920,1080,18,11,9.548611111111112e-05
train,1920,1080,16,8,6.17283950617284e-05
train,1920,1080,22,13,0.00013792438271604938
train,1920,1080,19,6,5.497685185185185e-05
train,1920,1080,14,8,5.401234567901235e-05
train,1920,1080,40,29,0.0005594135802469136
train,1920,1080,17,14,0.00011477623456790124
train,1920,1080,25,9,0.00010850694444444444
train,1920,1080,28,24,0.00032407407407407406
train,1920,1080,12,6,3.472222222222222e-05
train,1920,1080,46,23,0.0005102237654320988
train,1920,1080,70,27,0.0009114583333333333
train,1920,1080,33,18,0.00028645833333333333
train,1920,1080,19,10,9.162808641975309e-05
train,1920,1080,18,12,0.00010416666666666667
train,1920,1080,31,17,0.0002541473765432099
train,1920,1080,52,23,0.0005767746913580247
train,1920,1080,39,21,0.0003949652777777778
train,1920,1080,66,29,0.0009230324074074075
train,1920,1080,96,45,0.0020833333333333333
train,1920,1080,206,117,0.01162326388888889
train,1920,1080,68,37,0.0012133487654320987
train,1920,1080,31,17,0.0002541473765432099
train,1920,1080,32,17,0.0002623456790123457
train,1920,1080,34,21,0.0003443287037037037
train,1920,1080,24,17,0.00019675925925925926
train,1920,1080,25,19,0.0002290702160493827
train,1920,1080,26,18,0.00022569444444444443
train,1920,1080,22,20,0.00021219135802469136
train,1920,1080,25,16,0.00019290123456790122
train,1920,1080,19,16,0.00014660493827160494
train,1920,1080,16,11,8.487654320987654e-05
train,1920,1080,15,8,5.787037037037037e-05
train,1920,1080,17,10,8.198302469135803e-05
train,1920,1080,19,9,8.246527777777778e-05
train,1920,1080,23,13,0.00014419367283950618
train,1920,1080,17,14,0.00011477623456790124
train,1920,1080,25,12,0.00014467592592592592
train,1920,1080,19,9,8.246527777777778e-05
train,1920,1080,27,16,0.00020833333333333335
train,1920,1080,23,16,0.00017746913580246913
train,1920,1080,53,34,0.000869020061728395
train,1920,1080,39,24,0.00045138888888888887
train,1920,1080,37,16,0.00028549382716049385
train,1920,1080,32,19,0.0002932098765432099
train,1920,1080,42,25,0.0005063657407407407
train,1920,1080,57,33,0.0009071180555555555
train,1920,1080,66,42,0.0013368055555555555
train,1920,1080,46,24,0.0005324074074074074
train,1920,1080,48,24,0.0005555555555555556
train,1920,1080,86,44,0.0018248456790123458
train,1920,1080,54,27,0.000703125
train,1920,1080,49,35,0.0008270640432098765
train,1920,1080,35,19,0.0003206983024691358
train,1920,1080,57,33,0.0009071180555555555
train,1920,1080,28,14,0.0001890432098765432
train,1920,1080,45,26,0.0005642361111111111
train,1920,1080,58,27,0.0007552083333333333
train,1920,1080,31,20,0.00029899691358024693
train,1920,1080,34,20,0.0003279320987654321
train,1920,1080,33,20,0.00031828703703703706
train,1920,1080,26,20,0.0002507716049382716
train,1920,1080,24,23,0.0002662037037037037
train,1920,1080,35,23,0.00038821373456790123
train,1920,1080,12,11,6.36574074074074e-05
train,1920,1080,18,12,0.00010416666666666667
train,1920,1080,18,10,8.680555555555556e-05
train,1920,1080,21,10,0.00010127314814814815
train,1920,1080,18,16,0.0001388888888888889
train,1920,1080,18,12,0.00010416666666666667
train,1920,1080,36,19,0.0003298611111111111
train,1920,1080,22,16,0.00016975308641975308
train,1920,1080,31,29,0.00043354552469135804
train,1920,1080,42,25,0.0005063657407407407
train,1920,1080,36,28,0.0004861111111111111
train,1920,1080,37,17,0.0003033371913580247
train,1920,1080,34,20,0.0003279320987654321
train,1920,1080,42,24,0.0004861111111111111
train,1920,1080,41,25,0.0004943094135802469
train,1920,1080,34,17,0.00027874228395061726
train,1920,1080,31,21,0.00031394675925925926
train,1920,1080,28,16,0.0002160493827160494
train,1920,1080,28,13,0.00017554012345679014
train,1920,1080,35,24,0.0004050925925925926
train,1920,1080,47,32,0.0007253086419753087
train,1920,1080,36,27,0.00046875
train,1920,1080,30,14,0.0002025462962962963
train,1920,1080,56,34,0.0009182098765432099
train,1920,1080,40,26,0.0005015432098765432
train,1920,1080,27,18,0.000234375
train,1920,1080,23,12,0.00013310185185185186
train,1920,1080,20,13,0.0001253858024691358
train,1920,1080,27,23,0.00029947916666666664
train,1920,1080,22,16,0.00016975308641975308
train,1920,1080,27,21,0.0002734375
train,1920,1080,21,16,0.00016203703703703703
train,1920,1080,39,22,0.00041377314814814814
train,1920,1080,42,26,0.0005266203703703703
train,1920,1080,23,18,0.0001996527777777778
train,1920,1080,29,17,0.00023775077160493826
train,1920,1080,43,22,0.00045621141975308644
train,1920,1080,58,35,0.0009789737654320987
train,1920,1080,25,15,0.0001808449074074074
train,1920,1080,34,17,0.00027874228395061726
train,1920,1080,38,17,0.00031153549382716047
train,1920,1080,39,33,0.0006206597222222222
train,1920,1080,29,14,0.00019579475308641975
train,1920,1080,44,46,0.0009760802469135802
train,1920,1080,34,14,0.00022955246913580247
train,1920,1080,43,25,0.0005184220679012346
train,1920,1080,31,28,0.00041859567901234566
train,1920,1080,22,15,0.00015914351851851853
train,1920,1080,125,56,0.0033757716049382714
train,1920,1080,91,42,0.0018431712962962963
train,1920,1080,64,25,0.0007716049382716049
train,1920,1080,57,37,0.0010170717592592592
train,1920,1080,62,26,0.000777391975308642
train,1920,1080,42,20,0.0004050925925925926
train,1920,1080,43,18,0.0003732638888888889
train,1920,1080,42,21,0.0004253472222222222
train,1920,1080,31,20,0.00029899691358024693
train,1920,1080,45,18,0.000390625
train,1920,1080,49,28,0.0006616512345679012
train,1920,1080,49,31,0.000732542438271605
train,1920,1080,56,23,0.000621141975308642
train,1920,1080,70,35,0.001181520061728395
train,1920,1080,48,23,0.0005324074074074074
train,1920,1080,47,17,0.00038532021604938273
train,1920,1080,58,28,0.000783179012345679
train,1920,1080,45,18,0.000390625
train,1920,1080,47,23,0.0005213155864197531
train,1920,1080,56,25,0.0006751543209876543
train,1920,1080,28,16,0.0002160493827160494
train,1920,1080,39,27,0.0005078125
train,1920,1080,42,26,0.0005266203703703703
train,1920,1080,45,20,0.00043402777777777775
train,1920,1080,28,24,0.00032407407407407406
train,1920,1080,29,26,0.0003636188271604938
train,1920,1080,41,19,0.00037567515432098764
train,1920,1080,37,21,0.00037471064814814816
train,1920,1080,35,25,0.00042197145061728393
train,1920,1080,39,18,0.0003385416666666667
train,1920,1080,34,21,0.0003443287037037037
train,1920,1080,36,22,0.00038194444444444446
train,1920,1080,39,22,0.00041377314814814814
train,1920,1080,61,36,0.0010590277777777779
train,1920,1080,67,38,0.0012278163580246913
train,1920,1080,122,58,0.003412422839506173
train,1920,1080,72,40,0.001388888888888889
train,1920,1080,82,40,0.0015817901234567902
train,1920,1080,69,32,0.0010648148148148149
train,1920,1080,52,34,0.0008526234567901235
train,1920,1080,31,23,0.00034384645061728397
train,1920,1080,37,18,0.00032118055555555556
train,1920,1080,34,17,0.00027874228395061726
train,1920,1080,38,21,0.00038483796296296297
train,1920,1080,37,17,0.0003033371913580247
train,1920,1080,45,19,0.0004123263888888889
train,1920,1080,31,16,0.00023919753086419754
train,1920,1080,30,15,0.00021701388888888888
train,1920,1080,31,16,0.00023919753086419754
train,1920,1080,28,21,0.00028356481481481483
train,1920,1080,40,17,0.0003279320987654321
train,1920,1080,35,18,0.00030381944444444445
train,1920,1080,29,17,0.00023775077160493826
train,1920,1080,33,18,0.00028645833333333333
train,1920,1080,37,20,0.0003568672839506173
train,1920,1080,33,20,0.00031828703703703706
train,1920,1080,34,14,0.00022955246913580247
train,1920,1080,37,15,0.00026765046296296297
train,1920,1080,25,11,0.0001326195987654321
train,1920,1080,30,15,0.00021701388888888888
train,1920,1080,40,16,0.00030864197530864197
train,1920,1080,36,23,0.0003993055555555556
train,1920,1080,35,24,0.0004050925925925926
train,1920,1080,28,18,0.00024305555555555555
train,1920,1080,42,18,0.00036458333333333335
train,1920,1080,35,19,0.0003206983024691358
train,1920,1080,46,27,0.0005989583333333333
train,1920,1080,32,17,0.0002623456790123457
train,1920,1080,22,18,0.00019097222222222223
train,1920,1080,24,16,0.00018518518518518518
train,1920,1080,30,20,0.00028935185185185184
train,1920,1080,37,19,0.00033902391975308645
train,1920,1080,34,25,0.0004099151234567901
train,1920,1080,47,19,0.0004306520061728395
train,1920,1080,31,18,0.0002690972222222222
train,1920,1080,42,12,0.00024305555555555555
train,1920,1080,33,17,0.00027054398148148147
train,1920,1080,28,19,0.0002565586419753086
train,1920,1080,27,16,0.00020833333333333335
train,1920,1080,23,16,0.00017746913580246913
train,1920,1080,44,19,0.00040316358024691356
train,1920,1080,43,30,0.0006221064814814815
train,1920,1080,42,21,0.0004253472222222222
train,1920,1080,51,24,0.0005902777777777778
train,1920,1080,62,25,0.0007474922839506172
train,1920,1080,48,37,0.0008564814814814815
train,1920,1080,113,64,0.003487654320987654
train,1920,1080,76,34,0.0012461419753086419
train,1920,1080,43,24,0.0004976851851851852
train,1920,1080,47,20,0.0004533179012345679
train,1920,1080,54,24,0.000625
train,1920,1080,49,26,0.0006143904320987654
train,1920,1080,51,24,0.0005902777777777778
train,1920,1080,32,22,0.00033950617283950616
train,1920,1080,44,22,0.00046682098765432096
train,1920,1080,32,15,0.0002314814814814815
train,1920,1080,43,24,0.0004976851851851852
train,1920,1080,32,16,0.0002469135802469136
train,1920,1080,38,20,0.00036651234567901237
train,1920,1080,29,20,0.0002797067901234568
train,1920,1080,25,15,0.0001808449074074074
train,1920,1080,23,16,0.00017746913580246913
train,1920,1080,31,18,0.0002690972222222222
train,1920,1080,45,18,0.000390625
train,1920,1080,55,24,0.0006365740740740741
train,1920,1080,37,32,0.0005709876543209877
train,1920,1080,29,16,0.00022376543209876544
train,1920,1080,49,26,0.0006143904320987654
train,1920,1080,27,22,0.00028645833333333333
train,1920,1080,45,23,0.0004991319444444444
train,1920,1080,43,27,0.0005598958333333334
train,1920,1080,45,20,0.00043402777777777775
train,1920,1080,37,23,0.00041039737654320987
train,1920,1080,37,15,0.00026765046296296297
train,1920,1080,28,17,0.00022955246913580247
train,1920,1080,27,19,0.00024739583333333335
train,1920,1080,33,17,0.00027054398148148147
train,1920,1080,39,22,0.00041377314814814814
train,1920,1080,25,15,0.0001808449074074074
train,1920,1080,29,15,0.0002097800925925926
train,1920,1080,27,19,0.00024739583333333335
train,1920,1080,30,15,0.00021701388888888888
train,1920,1080,46,19,0.0004214891975308642
train,1920,1080,38,20,0.00036651234567901237
train,1920,1080,85,38,0.0015576774691358024
train,1920,1080,54,39,0.001015625
train,1920,1080,44,24,0.0005092592592592592
train,1920,1080,26,18,0.00022569444444444443
train,1920,1080,72,41,0.0014236111111111112
train,1920,1080,25,18,0.00021701388888888888
train,1920,1080,27,20,0.00026041666666666666
train,1920,1080,25,15,0.0001808449074074074
train,1920,1080,34,15,0.00024594907407407405
train,1920,1080,27,26,0.0003385416666666667
train,1920,1080,78,33,0.0012413194444444444
train,1920,1080,69,40,0.0013310185185185185
train,1920,1080,66,35,0.0011140046296296297
train,1920,1080,79,38,0.0014477237654320987
train,1920,1080,52,35,0.0008777006172839507
train,1920,1080,36,29,0.0005034722222222222
train,1920,1080,44,16,0.00033950617283950616
train,1920,1080,44,27,0.0005729166666666667
train,1920,1080,32,18,0.0002777777777777778
train,1920,1080,35,17,0.0002869405864197531
train,1920,1080,24,17,0.00019675925925925926
train,1920,1080,19,14,0.0001282793209876543
train,1920,1080,31,18,0.0002690972222222222
train,1920,1080,28,12,0.00016203703703703703
train,1920,1080,28,12,0.00016203703703703703
train,1920,1080,35,24,0.0004050925925925926
train,1920,1080,30,16,0.0002314814814814815
train,1920,1080,27,19,0.00024739583333333335
train,1920,1080,53,37,0.0009456983024691358
train,1920,1080,49,36,0.0008506944444444444
train,1920,1080,72,47,0.0016319444444444445
train,1920,1080,42,28,0.0005671296296296297
train,1920,1080,50,28,0.0006751543209876543
train,1920,1080,41,30,0.0005931712962962963
train,1920,1080,36,16,0.0002777777777777778
train,1920,1080,43,24,0.0004976851851851852
train,1920,1080,29,23,0.00032166280864197533
train,1920,1080,29,20,0.0002797067901234568
train,1920,1080,47,29,0.0006573109567901235
train,1920,1080,41,23,0.00045476466049382714
train,1920,1080,70,31,0.0010464891975308641
train,1920,1080,39,28,0.0005266203703703703
train,1920,1080,39,26,0.0004890046296296296
train,1920,1080,32,19,0.0002932098765432099
train,1920,1080,24,14,0.00016203703703703703
train,1920,1080,35,20,0.00033757716049382714
train,1920,1080,48,29,0.0006712962962962962
train,1920,1080,49,26,0.0006143904320987654
train,1920,1080,39,21,0.0003949652777777778
train,1920,1080,44,24,0.0005092592592592592
train,1920,1080,37,16,0.00028549382716049385
train,1920,1080,33,19,0.0003023726851851852
train,1920,1080,23,16,0.00017746913580246913
train,1920,1080,38,21,0.00038483796296296297
train,1920,1080,112,58,0.003132716049382716
train,1920,1080,299,114,0.016438078703703705
train,1920,1080,46,40,0.0008873456790123457
train,1920,1080,31,17,0.0002541473765432099
train,1920,1080,21,12,0.00012152777777777777
train,1920,1080,26,16,0.00020061728395061727
train,1920,1080,41,18,0.0003559027777777778
train,1920,1080,37,23,0.00041039737654320987
train,1920,1080,37,16,0.00028549382716049385
train,1920,1080,32,14,0.0002160493827160494
train,1920,1080,31,16,0.00023919753086419754
train,1920,1080,37,20,0.0003568672839506173
train,1920,1080,34,18,0.0002951388888888889
train,1920,1080,37,23,0.00041039737654320987
train,1920,1080,36,17,0.0002951388888888889
train,1920,1080,38,19,0.0003481867283950617
train,1920,1080,36,18,0.0003125
train,1920,1080,37,17,0.0003033371913580247
train,1920,1080,26,10,0.0001253858024691358
train,1920,1080,35,17,0.0002869405864197531
train,1920,1080,35,13,0.00021942515432098766
train,1920,1080,37,17,0.0003033371913580247
train,1920,1080,40,18,0.00034722222222222224
train,1920,1080,41,24,0.00047453703703703704
train,1920,1080,50,18,0.00043402777777777775
train,1920,1080,39,24,0.00045138888888888887
train,1920,1080,34,18,0.0002951388888888889
train,1920,1080,29,13,0.0001818094135802469
train,1920,1080,31,18,0.0002690972222222222
train,1920,1080,31,17,0.0002541473765432099
train,1920,1080,30,16,0.0002314814814814815
train,1920,1080,32,17,0.0002623456790123457
train,1920,1080,32,22,0.00033950617283950616
train,1920,1080,35,14,0.000236304012345679
train,1920,1080,26,14,0.00017554012345679014
train,1920,1080,31,17,0.0002541473765432099
train,1920,1080,34,11,0.00018036265432098766
train,1920,1080,36,16,0.0002777777777777778
train,1920,1080,34,15,0.00024594907407407405
train,1920,1080,68,47,0.001541280864197531
train,1920,1080,37,20,0.0003568672839506173
train,1920,1080,50,21,0.0005063657407407407
train,1920,1080,32,19,0.0002932098765432099
train,1920,1080,34,26,0.00042631172839506173
train,1920,1080,29,21,0.00029369212962962964
train,1920,1080,30,13,0.0001880787037037037
train,1920,1080,35,22,0.0003713348765432099
train,1920,1080,35,29,0.0004894868827160494
train,1920,1080,24,16,0.00018518518518518518
train,1920,1080,23,15,0.0001663773148148148
train,1920,1080,29,22,0.0003076774691358025
train,1920,1080,28,20,0.0002700617283950617
train,1920,1080,30,13,0.0001880787037037037
train,1920,1080,25,16,0.00019290123456790122
train,1920,1080,39,24,0.00045138888888888887
train,1920,1080,38,19,0.0003481867283950617
train,1920,1080,24,15,0.00017361111111111112
train,1920,1080,37,24,0.00042824074074074075
train,1920,1080,36,26,0.00045138888888888887
train,1920,1080,24,11,0.0001273148148148148
train,1920,1080,35,20,0.00033757716049382714
train,1920,1080,29,15,0.0002097800925925926
train,1920,1080,29,15,0.0002097800925925926
train,1920,1080,29,16,0.00022376543209876544
train,1920,1080,35,19,0.0003206983024691358
train,1920,1080,43,21,0.00043547453703703706
train,1920,1080,46,31,0.0006876929012345679
train,1920,1080,100,38,0.0018325617283950616
train,1920,1080,27,15,0.0001953125
train,1920,1080,35,18,0.00030381944444444445
train,1920,1080,33,20,0.00031828703703703706
train,1920,1080,50,23,0.000554591049382716
train,1920,1080,61,27,0.0007942708333333334
train,1920,1080,48,33,0.0007638888888888889
train,1920,1080,60,29,0.0008391203703703704
train,1920,1080,35,21,0.00035445601851851854
train,1920,1080,113,64,0.003487654320987654
train,1920,1080,48,32,0.0007407407407407407
train,1920,1080,25,19,0.0002290702160493827
train,1920,1080,44,15,0.00031828703703703706
train,1920,1080,30,18,0.00026041666666666666
train,1920,1080,32,19,0.0002932098765432099
train,1920,1080,152,70,0.005131172839506173
train,1920,1080,60,27,0.00078125
train,1920,1080,50,25,0.0006028163580246913
train,1920,1080,40,27,0.0005208333333333333
train,1920,1080,69,31,0.0010315393518518518
train,1920,1080,59,35,0.00099585262345679
train,1920,1080,94,45,0.0020399305555555557
train,1920,1080,37,16,0.00028549382716049385
train,1920,1080,60,25,0.0007233796296296296
train,1920,1080,64,36,0.0011111111111111111
train,1920,1080,41,23,0.00045476466049382714
train,1920,1080,43,25,0.0005184220679012346
train,1920,1080,41,32,0.0006327160493827161
train,1920,1080,53,27,0.0006901041666666667
train,1920,1080,53,32,0.0008179012345679012
train,1920,1080,44,35,0.0007426697530864198
train,1920,1080,51,19,0.00046730324074074073
train,1920,1080,47,28,0.000634645061728395
train,1920,1080,82,33,0.0013049768518518519
train,1920,1080,60,27,0.00078125
train,1920,1080,89,34,0.001459297839506173
train,1920,1080,135,72,0.0046875
train,1920,1080,47,39,0.0008839699074074074
train,1920,1080,86,37,0.0015345293209876544
train,1920,1080,59,27,0.0007682291666666666
train,1920,1080,53,43,0.0010990547839506172
train,1920,1080,78,31,0.001166087962962963
train,1920,1080,46,30,0.0006655092592592592
train,1920,1080,42,32,0.0006481481481481481
train,1920,1080,41,21,0.0004152199074074074
train,1920,1080,40,26,0.0005015432098765432
train,1920,1080,46,33,0.0007320601851851852
train,1920,1080,54,28,0.0007291666666666667
train,1920,1080,62,29,0.0008670910493827161
train,1920,1080,37,30,0.0005353009259259259
train,1920,1080,33,18,0.00028645833333333333
train,1920,1080,34,21,0.0003443287037037037
train,1920,1080,44,22,0.00046682098765432096
train,1920,1080,42,18,0.00036458333333333335
train,1920,1080,37,21,0.00037471064814814816
train,1920,1080,40,19,0.00036651234567901237
train,1920,1080,72,30,0.0010416666666666667
train,1920,1080,46,33,0.0007320601851851852
train,1920,1080,96,61,0.002824074074074074
train,1920,1080,39,23,0.0004325810185185185
train,1920,1080,46,36,0.0007986111111111112
train,1920,1080,51,34,0.0008362268518518519
train,1920,1080,69,32,0.0010648148148148149
train,1920,1080,64,49,0.0015123456790123457
train,1920,1080,66,31,0.0009866898148148148
train,1920,1080,53,39,0.0009968171296296296
train,1920,1080,56,43,0.0011612654320987655
train,1920,1080,54,41,0.0010677083333333333
train,1920,1080,56,35,0.000945216049382716
train,1920,1080,56,42,0.0011342592592592593
train,1920,1080,49,51,0.001205150462962963
train,1920,1080,55,40,0.0010609567901234567
train,1920,1080,51,47,0.0011559606481481481
train,1920,1080,43,32,0.0006635802469135803
train,1920,1080,32,24,0.00037037037037037035
train,1920,1080,36,28,0.0004861111111111111
train,1920,1080,32,30,0.000462962962962963
train,1920,1080,41,31,0.0006129436728395061
train,1920,1080,34,26,0.00042631172839506173
train,1920,1080,34,24,0.0003935185185185185
train,1920,1080,51,32,0.000787037037037037
train,1920,1080,45,34,0.0007378472222222222
train,1920,1080,35,32,0.0005401234567901234
train,1920,1080,22,18,0.00019097222222222223
train,1920,1080,30,26,0.0003761574074074074
train,1920,1080,43,41,0.0008502121913580247
train,1920,1080,33,28,0.00044560185185185187
train,1920,1080,46,31,0.0006876929012345679
train,1920,1080,37,28,0.0004996141975308642
train,1920,1080,52,45,0.0011284722222222221
train,1920,1080,52,39,0.0009780092592592592
train,1920,1080,51,36,0.0008854166666666666
train,1920,1080,45,32,0.0006944444444444445
train,1920,1080,54,41,0.0010677083333333333
train,1920,1080,40,37,0.0007137345679012345
train,1920,1080,49,38,0.0008979552469135803
train,1920,1080,70,52,0.0017554012345679013
train,1920,1080,39,29,0.0005454282407407407
train,1920,1080,40,26,0.0005015432098765432
train,1920,1080,39,25,0.00047019675925925923
train,1920,1080,59,47,0.0013372878086419754
train,1920,1080,43,37,0.0007672646604938272
train,1920,1080,58,49,0.0013705632716049382
train,1920,1080,32,22,0.00033950617283950616
train,1920,1080,35,34,0.0005738811728395062
train,1920,1080,29,26,0.0003636188271604938
train,1920,1080,46,31,0.0006876929012345679
train,1920,1080,38,24,0.0004398148148148148
train,1920,1080,42,27,0.000546875
train,1920,1080,40,33,0.0006365740740740741
train,1920,1080,32,31,0.0004783950617283951
train,1920,1080,35,29,0.0004894868827160494
train,1920,1080,43,44,0.0009124228395061729
train,1920,1080,51,39,0.0009592013888888889
train,1920,1080,56,31,0.0008371913580246913
train,1920,1080,45,32,0.0006944444444444445
train,1920,1080,68,55,0.0018036265432098766
train,1920,1080,34,35,0.0005738811728395062
train,1920,1080,33,26,0.00041377314814814814
train,1920,1080,39,31,0.0005830439814814815
train,1920,1080,48,36,0.0008333333333333334
train,1920,1080,40,35,0.0006751543209876543
train,1920,1080,49,41,0.0009688464506172839
train,1920,1080,95,82,0.0037567515432098764
train,1920,1080,53,55,0.0014057677469135803
train,1920,1080,42,45,0.0009114583333333333
train,1920,1080,63,46,0.0013975694444444443
train,1920,1080,33,28,0.00044560185185185187
